,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-162582,Signal Transduction,0.00027751509319537583,True,Signal Transduction,55,20,14,388,0.7,0.2545454545454545,query_1,['REAC:0000000']
1,REAC,REAC:R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,0.04320305620560809,True,Diseases of signal transduction by growth factor receptors and second messengers,14,20,7,388,0.35,0.5,query_1,['REAC:R-HSA-1643685']
