,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,REAC,REAC:R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,0.010868447758250516,True,SUMO E3 ligases SUMOylate target proteins,13,42,7,986,0.16666666666666666,0.5384615384615384,query_1,['REAC:R-HSA-2990846']
1,REAC,REAC:R-HSA-2990846,SUMOylation,0.010868447758250516,True,SUMOylation,13,42,7,986,0.16666666666666666,0.5384615384615384,query_1,['REAC:R-HSA-597592']
