,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA01100,Metabolic pathways,0.01839895690087175,True,Metabolic pathways,280,15,9,1601,0.6,0.03214285714285714,query_1,[]
