,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA05200,Pathways in cancer,8.397337505954827e-05,True,Pathways in cancer,42,15,11,440,0.7333333333333333,0.2619047619047619,query_1,[]
