,ACH-000470,ACH-000249,ACH-000895,ACH-000489,ACH-000926,ACH-001345,ACH-000501,ACH-000412,ACH-000957,ACH-000943,ACH-000982,ACH-000969,ACH-000202,ACH-000820,ACH-000565,ACH-000798,ACH-000997,ACH-001454,ACH-001456,ACH-000985,ACH-000007,ACH-000552,ACH-000009,ACH-001459,ACH-000236,ACH-001458,ACH-001460,ACH-000971,ACH-000421,ACH-000958,ACH-001461,ACH-000967,ACH-000998,ACH-000286,ACH-000252,ACH-000680
ACH-001458,0.02785544058021851,0.06682963002042903,0.009560972164593505,0.04547148370339214,0.03063998802140386,0.03897203642210826,0.03913382385940877,0.0355173370066784,0.015781600427012675,0.057214568759903654,0.03776320253941904,0.038329919740758084,0.07129776173818957,0.033754489556333034,0.036072593600015766,0.06356576841158339,0.04800632553936519,0.031096138896087068,0.20799134399876343,0.01296912187273503,0.012339879901991901,0.04442305556583867,0.053662857559020845,0.2200096763515062,0.06077706278365918,1.0,0.11212931786556306,0.06145174411109679,0.08434378282050911,0.04343252888613921,0.1310334042159951,0.0768266747683427,0.022855351954260007,0.025492058359940187,0.028963092331442043,0.02808220813485668
ACH-001460,0.013342430154428759,0.035333588142863206,0.013857502238519592,0.044430417225242415,0.02115362656602713,0.024433266287960467,0.025589834271598003,0.027932182434520884,0.012156230930088267,0.03784527559502826,0.04002162768093128,0.03749528113768664,0.05160164340260742,0.02202583247325851,0.02375081009237799,0.03968092478730777,0.0342439884174745,0.02653557331279484,0.1654578344387975,0.013156311649322896,0.015324242867317244,0.02543013932250478,0.048325867364371375,0.12207032912973141,0.03209341251003276,0.11212931786556306,1.0,0.035725787405801145,0.04880405418728925,0.03917278914578839,0.1046399232150093,0.07140304058866054,0.021328829613121148,0.022838180753464766,0.04195275956575214,0.024034303354490173
ACH-000971,0.024843025165600476,0.030841445262854716,0.018977409915694153,0.07028647272690394,0.04211065962174779,0.06346680963807456,0.041596892136466806,0.03711733777370951,0.02841486010600868,0.11463513686244074,0.09469342478230233,0.0768598514614174,0.06362987713217585,0.03995391238827548,0.047549590610799206,0.044803229061553984,0.22176080450550684,0.03689751884608536,0.0902160379084273,0.041656118603016414,0.026108172398851916,0.03135785091029348,0.07710455227380915,0.09805008078486728,0.03313944171188163,0.06145174411109679,0.035725787405801145,1.0,0.06313337010089712,0.10693221509092264,0.05549530839798854,0.14199718650117063,0.062896185348992,0.023663661022597877,0.021212609740126624,0.028599878582035065
ACH-000421,0.02565082557182103,0.03984364239757068,0.010149543336398975,0.04458216603279266,0.022015530000960095,0.03444447335779403,0.053002651600797535,0.03564779805967467,0.01509826000926127,0.05374532482000301,0.036242882530643374,0.049894707997836345,0.0526654151450821,0.029962979767474793,0.04079956188389924,0.07049524880850182,0.06143097000644839,0.04600380130146253,0.09477655438340284,0.021932644122687844,0.027300188440426625,0.033689379366204315,0.06799642735774808,0.10575692153796479,0.03587696812953862,0.08434378282050911,0.04880405418728925,0.06313337010089712,1.0,0.06286397705882753,0.06554168389893031,0.07484663238713925,0.028550371699564214,0.04853693338826532,0.016351581689857873,0.02792544902447929
ACH-000958,0.03552639052347798,0.03215340328930408,0.02929830331842478,0.05397546106165344,0.0271373322961093,0.05987581907153011,0.03560179577789572,0.030205403026826547,0.022807883550536607,0.10351724589068825,0.07629866341540822,0.08517290978724411,0.04987345137654701,0.05304501560344481,0.038614262407401095,0.05282846298074725,0.0950634581569189,0.03905726419163266,0.06176863478493187,0.05233698002120489,0.022250179200983045,0.02773749093546048,0.035317016558124525,0.05597710030678547,0.028446869810784023,0.04343252888613921,0.03917278914578839,0.10693221509092264,0.06286397705882753,1.0,0.04644432118788123,0.11605944670884283,0.060603196889512906,0.03107908122344857,0.024367262164997426,0.028256961926641264
ACH-001461,0.01870944963251609,0.04452781849854923,0.015178351169836214,0.03754769699117996,0.020942356559455855,0.04063143828161797,0.03686048969330204,0.03345408921375932,0.016709714031714794,0.062170435703128406,0.043000159354412135,0.03422811475844302,0.04846479359141133,0.02329964929183226,0.02558550781141218,0.03238757429628799,0.049202842466205904,0.035440566268000975,0.17510049905769495,0.02097445009852956,0.014349432599519294,0.021993444680776877,0.052263652186120564,0.1837574652819418,0.040793764588598506,0.1310334042159951,0.1046399232150093,0.05549530839798854,0.06554168389893031,0.04644432118788123,1.0,0.07941958678830907,0.0244336908860834,0.023462382783255294,0.02309029056555389,0.02327980748687155
ACH-000967,0.031148694638963557,0.03682618342952847,0.031281775373406914,0.057187105478129566,0.03238541730923447,0.07095984045414298,0.057766214556452145,0.044625381913200854,0.03627593379597253,0.1099804377417308,0.10470175251557635,0.08400861030077875,0.06430055648867296,0.0480934617500899,0.033336639446336275,0.040500599121288776,0.10878303576072339,0.043683594127306095,0.09465041915132659,0.0436873578546616,0.02030186018559267,0.03346942225165928,0.051562207032914587,0.08938940934157198,0.03373553188501735,0.0768266747683427,0.07140304058866054,0.14199718650117063,0.07484663238713925,0.11605944670884283,0.07941958678830907,1.0,0.07580469596128987,0.03222401741462166,0.03271198297723497,0.0357518322720173
ACH-000998,0.011516518012855649,0.014911666029642843,0.04269309896388522,0.03510320886346627,0.0194876869790279,0.05212880841873076,0.026367577434259312,0.021639919965746657,0.043167258605237825,0.07357007005014954,0.08381003087882768,0.06581629513392101,0.028631505915575246,0.03579197776904508,0.022812767742396114,0.019019551466359978,0.07042757774140752,0.022590738423028785,0.0369571979594376,0.032287296109635294,0.012263167576184928,0.017210408099409977,0.025124082799577903,0.03686585290862133,0.01930976384092681,0.022855351954260007,0.021328829613121148,0.062896185348992,0.028550371699564214,0.060603196889512906,0.0244336908860834,0.07580469596128987,1.0,0.009759906304899472,0.014184397163120567,0.017562921639854696
ACH-000286,0.024837247276711858,0.016480799868153602,0.005313379051681344,0.027672767507261074,0.015267269534391361,0.019260110567301404,0.037201465922227415,0.026873207032692362,0.008945311940918004,0.023684778291547963,0.015488586128160058,0.020433242452586122,0.04100361094199399,0.017940137009513205,0.024017147958869528,0.0565707909744607,0.024244583742694913,0.03440704263356719,0.03486238532110092,0.01096207166026142,0.015228829019379742,0.022280471821756225,0.024890744209178545,0.03326085803680331,0.016911635205021053,0.025492058359940187,0.022838180753464766,0.023663661022597877,0.04853693338826532,0.03107908122344857,0.023462382783255294,0.03222401741462166,0.009759906304899472,1.0,0.021537918679767655,0.019094502871634222
ACH-000252,0.013469506533819271,0.031184179963544313,0.011526010601083825,0.02836916337109611,0.03743300413177942,0.01977214603896777,0.030839031045259133,0.02473116309744078,0.013812860206715962,0.03191660947694332,0.019617148589385774,0.02373281649103441,0.039321354582752224,0.03264065614380207,0.020134228187919462,0.035538497076958615,0.01971494105152302,0.018102448079823644,0.04457132311383324,0.016239392956025216,0.029466432481285065,0.01750700280112045,0.02702874861512072,0.03283510620104662,0.02726574897336073,0.028963092331442043,0.04195275956575214,0.021212609740126624,0.016351581689857873,0.024367262164997426,0.02309029056555389,0.03271198297723497,0.014184397163120567,0.021537918679767655,1.0,0.015911386924520134
ACH-000680,0.027493764399002304,0.023432809178391186,0.018284536552780357,0.034953732075009195,0.012231481885480752,0.023601526512025378,0.02109897774580963,0.018654509300510963,0.012585137551843538,0.03717958745594938,0.019893082444509994,0.030899305739261296,0.04755492921061934,0.03484780230388056,0.027012740764991543,0.03961034204936644,0.026488164579986675,0.026975729316116692,0.036552084819093805,0.013340638073825312,0.023991940207586514,0.029416034706565553,0.027344079669170393,0.03271770289957235,0.024436356929014316,0.02808220813485668,0.024034303354490173,0.028599878582035065,0.02792544902447929,0.028256961926641264,0.02327980748687155,0.0357518322720173,0.017562921639854696,0.019094502871634222,0.015911386924520134,1.0
