,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
0,kegg_pathways_v1,KEGG:HSA05223,Non-small cell lung cancer,0.005566762002773559,True,Non-small cell lung cancer,11,16,5,1159,0.3125,0.45454545454545453,query_1,[]
1,kegg_pathways_v1,KEGG:HSA05219,Bladder cancer,0.00946698332553001,True,Bladder cancer,12,16,5,1159,0.3125,0.4166666666666667,query_1,[]
